Sample	SuperPop	Project
HG02813	AFR	1KG
HG02814	AFR	1KG
HG02816	AFR	1KG
HG02817	AFR	1KG
HG02819	AFR	1KG
HG02820	AFR	1KG
HG02836	AFR	1KG
HG02837	AFR	1KG
HG02839	AFR	1KG
HG02840	AFR	1KG
HG02851	AFR	1KG
HG02852	AFR	1KG
HG02854	AFR	1KG
HG02855	AFR	1KG
HG02860	AFR	1KG
HG02861	AFR	1KG
HG02871	AFR	1KG
HG02878	AFR	1KG
HG02879	AFR	1KG
HG02881	AFR	1KG
HG02882	AFR	1KG
HG02884	AFR	1KG
HG02885	AFR	1KG
HG02887	AFR	1KG
HG02888	AFR	1KG
HG02890	AFR	1KG
HG02891	AFR	1KG
HG02895	AFR	1KG
HG02896	AFR	1KG
HG02922	AFR	1KG
HG02923	AFR	1KG
HG02938	AFR	1KG
HG02941	AFR	1KG
HG02943	AFR	1KG
HG02944	AFR	1KG
HG02946	AFR	1KG
HG02947	AFR	1KG
HG02952	AFR	1KG
HG02953	AFR	1KG
HG02964	AFR	1KG
HG02965	AFR	1KG
HG02968	AFR	1KG
HG02970	AFR	1KG
HG02971	AFR	1KG
HG02973	AFR	1KG
HG02974	AFR	1KG
HG02976	AFR	1KG
HG02977	AFR	1KG
HG02979	AFR	1KG
HG02981	AFR	1KG
HG02982	AFR	1KG
HG02983	AFR	1KG
HG03006	CSA	1KG
HG03007	CSA	1KG
HG03009	CSA	1KG
HG03012	CSA	1KG
HG03015	CSA	1KG
HG03016	CSA	1KG
HG03018	CSA	1KG
HG03021	CSA	1KG
HG03022	CSA	1KG
HG03024	AFR	1KG
HG03025	AFR	1KG
HG03027	AFR	1KG
HG03028	AFR	1KG
HG03033	AFR	1KG
HG03034	AFR	1KG
HG03039	AFR	1KG
HG03040	AFR	1KG
HG03045	AFR	1KG
HG03046	AFR	1KG
HG03048	AFR	1KG
HG03049	AFR	1KG
HG03052	AFR	1KG
HG03054	AFR	1KG
HG03055	AFR	1KG
HG03057	AFR	1KG
HG03058	AFR	1KG
HG03060	AFR	1KG
HG03061	AFR	1KG
HG03063	AFR	1KG
HG03064	AFR	1KG
HG03066	AFR	1KG
HG03069	AFR	1KG
HG03072	AFR	1KG
HG03073	AFR	1KG
HG03074	AFR	1KG
HG03077	AFR	1KG
HG03078	AFR	1KG
HG03079	AFR	1KG
HG03081	AFR	1KG
HG03082	AFR	1KG
HG03084	AFR	1KG
HG03085	AFR	1KG
HG03086	AFR	1KG
HG03088	AFR	1KG
HG03091	AFR	1KG
HG03095	AFR	1KG
HG03098	AFR	1KG
HG03099	AFR	1KG
HG03100	AFR	1KG
HG03103	AFR	1KG
HG03105	AFR	1KG
HG03108	AFR	1KG
HG03109	AFR	1KG
HG03111	AFR	1KG
HG03112	AFR	1KG
HG03114	AFR	1KG
HG03115	AFR	1KG
HG03117	AFR	1KG
HG03118	AFR	1KG
HG03120	AFR	1KG
HG03121	AFR	1KG
HG03123	AFR	1KG
HG03124	AFR	1KG
HG03126	AFR	1KG
HG03127	AFR	1KG
HG03129	AFR	1KG
HG03130	AFR	1KG
HG03132	AFR	1KG
HG03133	AFR	1KG
HG03135	AFR	1KG
HG03136	AFR	1KG
HG03139	AFR	1KG
HG03157	AFR	1KG
HG03159	AFR	1KG
HG03160	AFR	1KG
HG03162	AFR	1KG
HG03163	AFR	1KG
HG03166	AFR	1KG
HG03168	AFR	1KG
HG03169	AFR	1KG
HG03172	AFR	1KG
HG03175	AFR	1KG
HG03189	AFR	1KG
HG03190	AFR	1KG
HG03193	AFR	1KG
HG03195	AFR	1KG
HG03196	AFR	1KG
HG03198	AFR	1KG
HG03199	AFR	1KG
HG03202	AFR	1KG
HG03209	AFR	1KG
HG03212	AFR	1KG
HG03224	AFR	1KG
HG03225	AFR	1KG
HG03228	CSA	1KG
HG03234	CSA	1KG
HG03235	CSA	1KG
HG03237	CSA	1KG
HG03238	CSA	1KG
HG03240	AFR	1KG
HG03241	AFR	1KG
HG03246	AFR	1KG
HG03247	AFR	1KG
HG03249	AFR	1KG
HG03258	AFR	1KG
HG03259	AFR	1KG
HG03265	AFR	1KG
HG03267	AFR	1KG
HG03268	AFR	1KG
HG03270	AFR	1KG
HG03271	AFR	1KG
HG03279	AFR	1KG
HG03280	AFR	1KG
HG03291	AFR	1KG
HG03294	AFR	1KG
HG03295	AFR	1KG
HG03297	AFR	1KG
HG03298	AFR	1KG
HG03302	AFR	1KG
HG03303	AFR	1KG
HG03304	AFR	1KG
HG03306	AFR	1KG
HG03307	AFR	1KG
HG03309	AFR	1KG
HG03311	AFR	1KG
HG03312	AFR	1KG
HG03313	AFR	1KG
HG03342	AFR	1KG
HG03343	AFR	1KG
HG03350	AFR	1KG
HG03354	AFR	1KG
HG03363	AFR	1KG
HG03366	AFR	1KG
HG03367	AFR	1KG
HG03369	AFR	1KG
HG03370	AFR	1KG
HG03372	AFR	1KG
HG03373	AFR	1KG
HG03376	AFR	1KG
HG03378	AFR	1KG
HG03380	AFR	1KG
HG03382	AFR	1KG
HG03385	AFR	1KG
HG03388	AFR	1KG
HG03391	AFR	1KG
HG03394	AFR	1KG
HG03397	AFR	1KG
HG03401	AFR	1KG
HG03410	AFR	1KG
HG03419	AFR	1KG
HG03428	AFR	1KG
HG03432	AFR	1KG
HG03433	AFR	1KG
HG03436	AFR	1KG
HG03437	AFR	1KG
HG03439	AFR	1KG
HG03442	AFR	1KG
HG03445	AFR	1KG
HG03446	AFR	1KG
HG03449	AFR	1KG
HG03451	AFR	1KG
HG03452	AFR	1KG
HG03454	AFR	1KG
HG03455	AFR	1KG
HG03458	AFR	1KG
HG03460	AFR	1KG
HG03461	AFR	1KG
HG03469	AFR	1KG
HG03470	AFR	1KG
HG03472	AFR	1KG
HG03473	AFR	1KG
HG03476	AFR	1KG
HG03480	AFR	1KG
HG03484	AFR	1KG
HG03485	AFR	1KG
HG03487	CSA	1KG
HG03488	CSA	1KG
HG03490	CSA	1KG
HG03491	CSA	1KG
HG03499	AFR	1KG
HG03514	AFR	1KG
HG03515	AFR	1KG
HG03517	AFR	1KG
HG03518	AFR	1KG
HG03520	AFR	1KG
HG03521	AFR	1KG
HG03538	AFR	1KG
HG03539	AFR	1KG
HG03547	AFR	1KG
HG03548	AFR	1KG
HG03556	AFR	1KG
HG03557	AFR	1KG
HG03558	AFR	1KG
HG03559	AFR	1KG
HG03563	AFR	1KG
HG03565	AFR	1KG
HG03567	AFR	1KG
HG03571	AFR	1KG
HG03572	AFR	1KG
HG03576	AFR	1KG
HG03577	AFR	1KG
HG03578	AFR	1KG
HG03582	AFR	1KG
HG03583	AFR	1KG
HG03585	CSA	1KG
HG03589	CSA	1KG
HG03593	CSA	1KG
HG03594	CSA	1KG
HG03595	CSA	1KG
HG03598	CSA	1KG
HG03600	CSA	1KG
HG03603	CSA	1KG
HG03604	CSA	1KG
HG03606	CSA	1KG
HG03607	CSA	1KG
HG03611	CSA	1KG
HG03615	CSA	1KG
HG03616	CSA	1KG
HG03618	CSA	1KG
HG03619	CSA	1KG
HG03624	CSA	1KG
HG03625	CSA	1KG
HG03629	CSA	1KG
HG03631	CSA	1KG
HG03633	CSA	1KG
HG03634	CSA	1KG
HG03636	CSA	1KG
HG03639	CSA	1KG
HG03640	CSA	1KG
HG03642	CSA	1KG
HG03643	CSA	1KG
HG03644	CSA	1KG
HG03645	CSA	1KG
HG03646	CSA	1KG
HG03649	CSA	1KG
HG03650	CSA	1KG
HG03652	CSA	1KG
HG03653	CSA	1KG
HG03660	CSA	1KG
HG03663	CSA	1KG
HG03667	CSA	1KG
HG03668	CSA	1KG
HG03672	CSA	1KG
HG03673	CSA	1KG
HG03679	CSA	1KG
HG03680	CSA	1KG
HG03681	CSA	1KG
HG03682	CSA	1KG
HG03684	CSA	1KG
HG03685	CSA	1KG
HG03686	CSA	1KG
HG03687	CSA	1KG
HG03689	CSA	1KG
HG03690	CSA	1KG
HG03691	CSA	1KG
HG03692	CSA	1KG
HG03693	CSA	1KG
HG03694	CSA	1KG
HG03695	CSA	1KG
HG03696	CSA	1KG
HG03697	CSA	1KG
HG03698	CSA	1KG
HG03699	CSA	1KG
HG03700	CSA	1KG
HG03702	CSA	1KG
HG03703	CSA	1KG
HG03705	CSA	1KG
HG03706	CSA	1KG
HG03708	CSA	1KG
HG03709	CSA	1KG
HG03711	CSA	1KG
HG03713	CSA	1KG
HG03714	CSA	1KG
HG03716	CSA	1KG
HG03717	CSA	1KG
HG03718	CSA	1KG
HG03720	CSA	1KG
HG03721	CSA	1KG
HG03722	CSA	1KG
HG03725	CSA	1KG
HG03727	CSA	1KG
HG03729	CSA	1KG
HG03730	CSA	1KG
HG03731	CSA	1KG
HG03736	CSA	1KG
HG03738	CSA	1KG
HG03740	CSA	1KG
HG03741	CSA	1KG
HG03742	CSA	1KG
HG03743	CSA	1KG
HG03744	CSA	1KG
HG03745	CSA	1KG
HG03746	CSA	1KG
HG03752	CSA	1KG
HG03753	CSA	1KG
HG03754	CSA	1KG
HG03755	CSA	1KG
HG03756	CSA	1KG
HG03757	CSA	1KG
HG03760	CSA	1KG
HG03761	CSA	1KG
HG03762	CSA	1KG
HG03765	CSA	1KG
HG03767	CSA	1KG
HG03770	CSA	1KG
HG03771	CSA	1KG
HG03772	CSA	1KG
HG03773	CSA	1KG
HG03774	CSA	1KG
HG03775	CSA	1KG
HG03777	CSA	1KG
HG03778	CSA	1KG
HG03779	CSA	1KG
HG03780	CSA	1KG
HG03781	CSA	1KG
HG03782	CSA	1KG
HG03784	CSA	1KG
HG03785	CSA	1KG
HG03786	CSA	1KG
HG03787	CSA	1KG
HG03788	CSA	1KG
HG03789	CSA	1KG
HG03790	CSA	1KG
HG03792	CSA	1KG
HG03793	CSA	1KG
HG03794	CSA	1KG
HG03796	CSA	1KG
HG03797	CSA	1KG
HG03799	CSA	1KG
HG03800	CSA	1KG
HG03802	CSA	1KG
HG03803	CSA	1KG
HG03805	CSA	1KG
HG03806	CSA	1KG
HG03808	CSA	1KG
HG03809	CSA	1KG
HG03812	CSA	1KG
HG03814	CSA	1KG
HG03815	CSA	1KG
HG03817	CSA	1KG
HG03821	CSA	1KG
HG03823	CSA	1KG
HG03824	CSA	1KG
HG03826	CSA	1KG
HG03829	CSA	1KG
HG03830	CSA	1KG
HG03832	CSA	1KG
HG03833	CSA	1KG
HG03836	CSA	1KG
HG03837	CSA	1KG
HG03838	CSA	1KG
HG03844	CSA	1KG
HG03846	CSA	1KG
HG03848	CSA	1KG
HG03849	CSA	1KG
HG03850	CSA	1KG
HG03851	CSA	1KG
HG03854	CSA	1KG
HG03856	CSA	1KG
HG03857	CSA	1KG
HG03858	CSA	1KG
HG03861	CSA	1KG
HG03862	CSA	1KG
HG03863	CSA	1KG
HG03864	CSA	1KG
HG03866	CSA	1KG
HG03867	CSA	1KG
HG03868	CSA	1KG
HG03869	CSA	1KG
HG03870	CSA	1KG
HG03871	CSA	1KG
HG03872	CSA	1KG
HG03874	CSA	1KG
HG03875	CSA	1KG
HG03882	CSA	1KG
HG03884	CSA	1KG
HG03885	CSA	1KG
HG03886	CSA	1KG
HG03887	CSA	1KG
HG03888	CSA	1KG
HG03890	CSA	1KG
HG03894	CSA	1KG
HG03895	CSA	1KG
HG03897	CSA	1KG
HG03899	CSA	1KG
HG03900	CSA	1KG
HG03902	CSA	1KG
HG03904	CSA	1KG
HG03905	CSA	1KG
HG03907	CSA	1KG
HG03908	CSA	1KG
HG03910	CSA	1KG
HG03911	CSA	1KG
HG03913	CSA	1KG
HG03914	CSA	1KG
HG03916	CSA	1KG
HG03917	CSA	1KG
HG03919	CSA	1KG
HG03920	CSA	1KG
HG03922	CSA	1KG
HG03925	CSA	1KG
HG03926	CSA	1KG
HG03928	CSA	1KG
HG03929	CSA	1KG
HG03931	CSA	1KG
HG03934	CSA	1KG
HG03937	CSA	1KG
HG03940	CSA	1KG
HG03941	CSA	1KG
HG03943	CSA	1KG
HG03944	CSA	1KG
HG03945	CSA	1KG
HG03947	CSA	1KG
HG03949	CSA	1KG
HG03950	CSA	1KG
HG03951	CSA	1KG
HG03953	CSA	1KG
HG03960	CSA	1KG
HG03963	CSA	1KG
HG03965	CSA	1KG
HG03967	CSA	1KG
HG03968	CSA	1KG
HG03969	CSA	1KG
HG03971	CSA	1KG
HG03973	CSA	1KG
HG03974	CSA	1KG
HG03976	CSA	1KG
HG03977	CSA	1KG
HG03978	CSA	1KG
HG03985	CSA	1KG
HG03986	CSA	1KG
HG03989	CSA	1KG
HG03990	CSA	1KG
HG03991	CSA	1KG
HG03995	CSA	1KG
HG03999	CSA	1KG
HG04001	CSA	1KG
HG04002	CSA	1KG
HG04003	CSA	1KG
HG04006	CSA	1KG
HG04014	CSA	1KG
HG04015	CSA	1KG
HG04017	CSA	1KG
HG04018	CSA	1KG
HG04019	CSA	1KG
HG04020	CSA	1KG
HG04022	CSA	1KG
HG04023	CSA	1KG
HG04025	CSA	1KG
HG04026	CSA	1KG
HG04029	CSA	1KG
HG04033	CSA	1KG
HG04035	CSA	1KG
HG04038	CSA	1KG
HG04039	CSA	1KG
HG04042	CSA	1KG
HG04047	CSA	1KG
HG04054	CSA	1KG
HG04056	CSA	1KG
HG04059	CSA	1KG
HG04060	CSA	1KG
HG04061	CSA	1KG
HG04062	CSA	1KG
HG04063	CSA	1KG
HG04070	CSA	1KG
HG04075	CSA	1KG
HG04076	CSA	1KG
HG04080	CSA	1KG
HG04090	CSA	1KG
HG04093	CSA	1KG
HG04094	CSA	1KG
HG04096	CSA	1KG
HG04098	CSA	1KG
HG04099	CSA	1KG
HG04100	CSA	1KG
HG04106	CSA	1KG
HG04107	CSA	1KG
HG04118	CSA	1KG
HG04127	CSA	1KG
HG04131	CSA	1KG
HG04132	CSA	1KG
HG04134	CSA	1KG
HG04135	CSA	1KG
HG04140	CSA	1KG
HG04141	CSA	1KG
HG04144	CSA	1KG
HG04146	CSA	1KG
HG04147	CSA	1KG
HG04149	CSA	1KG
HG04150	CSA	1KG
HG04152	CSA	1KG
HG04153	CSA	1KG
HG04155	CSA	1KG
HG04156	CSA	1KG
HG04158	CSA	1KG
HG04159	CSA	1KG
HG04162	CSA	1KG
HG04164	CSA	1KG
HG04171	CSA	1KG
HG04173	CSA	1KG
HG04174	CSA	1KG
HG04176	CSA	1KG
HG04177	CSA	1KG
HG04180	CSA	1KG
HG04182	CSA	1KG
HG04183	CSA	1KG
HG04185	CSA	1KG
HG04186	CSA	1KG
HG04188	CSA	1KG
HG04189	CSA	1KG
HG04191	CSA	1KG
HG04194	CSA	1KG
HG04195	CSA	1KG
HG04198	CSA	1KG
HG04200	CSA	1KG
HG04206	CSA	1KG
HG04209	CSA	1KG
HG04210	CSA	1KG
HG04211	CSA	1KG
HG04212	CSA	1KG
HG04214	CSA	1KG
HG04216	CSA	1KG
HG04219	CSA	1KG
HG04222	CSA	1KG
HG04225	CSA	1KG
HG04227	CSA	1KG
HG04229	CSA	1KG
HG04235	CSA	1KG
HG04238	CSA	1KG
HG04239	CSA	1KG
HGDP00001	CSA	HGDP
HGDP00003	CSA	HGDP
HGDP00005	CSA	HGDP
HGDP00007	CSA	HGDP
HGDP00009	CSA	HGDP
HGDP00011	CSA	HGDP
HGDP00015	CSA	HGDP
HGDP00017	CSA	HGDP
HGDP00021	CSA	HGDP
HGDP00023	CSA	HGDP
HGDP00025	CSA	HGDP
HGDP00031	CSA	HGDP
HGDP00033	CSA	HGDP
HGDP00035	CSA	HGDP
HGDP00037	CSA	HGDP
HGDP00039	CSA	HGDP
HGDP00041	CSA	HGDP
HGDP00043	CSA	HGDP
HGDP00045	CSA	HGDP
HGDP00047	CSA	HGDP
HGDP00049	CSA	HGDP
HGDP00052	CSA	HGDP
HGDP00054	CSA	HGDP
HGDP00056	CSA	HGDP
HGDP00060	CSA	HGDP
HGDP00062	CSA	HGDP
HGDP00064	CSA	HGDP
HGDP00066	CSA	HGDP
HGDP00068	CSA	HGDP
HGDP00070	CSA	HGDP
HGDP00072	CSA	HGDP
HGDP00074	CSA	HGDP
HGDP00076	CSA	HGDP
HGDP00078	CSA	HGDP
HGDP00080	CSA	HGDP
HGDP00082	CSA	HGDP
HGDP00086	CSA	HGDP
HGDP00088	CSA	HGDP
HGDP00092	CSA	HGDP
HGDP00094	CSA	HGDP
HGDP00096	CSA	HGDP
HGDP00098	CSA	HGDP
HGDP00099	CSA	HGDP
HGDP00100	CSA	HGDP
HGDP00103	CSA	HGDP
HGDP00105	CSA	HGDP
HGDP00106	CSA	HGDP
HGDP00109	CSA	HGDP
HGDP00110	CSA	HGDP
HGDP00115	CSA	HGDP
HGDP00118	CSA	HGDP
HGDP00119	CSA	HGDP
HGDP00120	CSA	HGDP
HGDP00121	CSA	HGDP
HGDP00127	CSA	HGDP
HGDP00129	CSA	HGDP
HGDP00131	CSA	HGDP
HGDP00133	CSA	HGDP
HGDP00134	CSA	HGDP
HGDP00135	CSA	HGDP
HGDP00136	CSA	HGDP
HGDP00137	CSA	HGDP
HGDP00139	CSA	HGDP
HGDP00140	CSA	HGDP
HGDP00141	CSA	HGDP
HGDP00143	CSA	HGDP
HGDP00144	CSA	HGDP
HGDP00145	CSA	HGDP
HGDP00146	CSA	HGDP
HGDP00148	CSA	HGDP
HGDP00149	CSA	HGDP
HGDP00151	CSA	HGDP
HGDP00153	CSA	HGDP
HGDP00154	CSA	HGDP
HGDP00155	CSA	HGDP
HGDP00158	CSA	HGDP
HGDP00161	CSA	HGDP
HGDP00163	CSA	HGDP
HGDP00165	CSA	HGDP
HGDP00167	CSA	HGDP
HGDP00169	CSA	HGDP
HGDP00171	CSA	HGDP
HGDP00173	CSA	HGDP
HGDP00177	CSA	HGDP
HGDP00179	CSA	HGDP
HGDP00181	CSA	HGDP
HGDP00183	CSA	HGDP
HGDP00185	CSA	HGDP
HGDP00187	CSA	HGDP
HGDP00189	CSA	HGDP
HGDP00191	CSA	HGDP
HGDP00192	CSA	HGDP
HGDP00197	CSA	HGDP
HGDP00199	CSA	HGDP
HGDP00201	CSA	HGDP
HGDP00205	CSA	HGDP
HGDP00206	CSA	HGDP
HGDP00210	CSA	HGDP
HGDP00213	CSA	HGDP
HGDP00214	CSA	HGDP
HGDP00218	CSA	HGDP
HGDP00222	CSA	HGDP
HGDP00224	CSA	HGDP
HGDP00226	CSA	HGDP
HGDP00228	CSA	HGDP
HGDP00230	CSA	HGDP
HGDP00234	CSA	HGDP
HGDP00237	CSA	HGDP
HGDP00239	CSA	HGDP
HGDP00241	CSA	HGDP
HGDP00243	CSA	HGDP
HGDP00244	CSA	HGDP
HGDP00247	CSA	HGDP
HGDP00248	CSA	HGDP
HGDP00251	CSA	HGDP
HGDP00254	CSA	HGDP
HGDP00258	CSA	HGDP
HGDP00259	CSA	HGDP
HGDP00262	CSA	HGDP
HGDP00264	CSA	HGDP
HGDP00277	CSA	HGDP
HGDP00279	CSA	HGDP
HGDP00281	CSA	HGDP
HGDP00285	CSA	HGDP
HGDP00288	CSA	HGDP
HGDP00290	CSA	HGDP
HGDP00298	CSA	HGDP
HGDP00302	CSA	HGDP
HGDP00304	CSA	HGDP
HGDP00307	CSA	HGDP
HGDP00309	CSA	HGDP
HGDP00311	CSA	HGDP
HGDP00313	CSA	HGDP
HGDP00315	CSA	HGDP
HGDP00319	CSA	HGDP
HGDP00323	CSA	HGDP
HGDP00326	CSA	HGDP
HGDP00330	CSA	HGDP
HGDP00333	CSA	HGDP
HGDP00341	CSA	HGDP
HGDP00346	CSA	HGDP
HGDP00351	CSA	HGDP
HGDP00356	CSA	HGDP
HGDP00359	CSA	HGDP
HGDP00364	CSA	HGDP
HGDP00371	CSA	HGDP
HGDP00372	CSA	HGDP
HGDP00376	CSA	HGDP
HGDP00382	CSA	HGDP
HGDP00388	CSA	HGDP
HGDP00392	CSA	HGDP
HGDP00397	CSA	HGDP
HGDP00402	CSA	HGDP
HGDP00407	CSA	HGDP
HGDP00412	CSA	HGDP
HGDP00417	CSA	HGDP
HGDP00423	CSA	HGDP
HGDP00433	CSA	HGDP
HGDP00438	CSA	HGDP
HGDP00444	CSA	HGDP
HGDP00445	CSA	HGDP
HGDP00450	AFR	HGDP
HGDP00452	AFR	HGDP
HGDP00453	AFR	HGDP
HGDP00454	AFR	HGDP
HGDP00455	AFR	HGDP
HGDP00458	AFR	HGDP
HGDP00459	AFR	HGDP
HGDP00460	AFR	HGDP
HGDP00462	AFR	HGDP
HGDP00463	AFR	HGDP
HGDP00464	AFR	HGDP
HGDP00465	AFR	HGDP
HGDP00466	AFR	HGDP
HGDP00467	AFR	HGDP
HGDP00469	AFR	HGDP
HGDP00470	AFR	HGDP
HGDP00471	AFR	HGDP
HGDP00472	AFR	HGDP
HGDP00473	AFR	HGDP
HGDP00475	AFR	HGDP
HGDP00478	AFR	HGDP
HGDP00491	OCE	HGDP
HGDP00511	EUR	HGDP
HGDP00512	EUR	HGDP
HGDP00513	EUR	HGDP
HGDP00514	EUR	HGDP
HGDP00515	EUR	HGDP
HGDP00516	EUR	HGDP
HGDP00517	EUR	HGDP
HGDP00518	EUR	HGDP
HGDP00519	EUR	HGDP
HGDP00520	EUR	HGDP
HGDP00522	EUR	HGDP
HGDP00523	EUR	HGDP
HGDP00524	EUR	HGDP
HGDP00525	EUR	HGDP
HGDP00527	EUR	HGDP
HGDP00528	EUR	HGDP
HGDP00529	EUR	HGDP
HGDP00531	EUR	HGDP
HGDP00534	EUR	HGDP
HGDP00535	EUR	HGDP
HGDP00536	EUR	HGDP
HGDP00537	EUR	HGDP
HGDP00538	EUR	HGDP
HGDP00539	EUR	HGDP
HGDP00540	OCE	HGDP
HGDP00541	OCE	HGDP
HGDP00542	OCE	HGDP
HGDP00543	OCE	HGDP
HGDP00544	OCE	HGDP
HGDP00545	OCE	HGDP
HGDP00546	OCE	HGDP
HGDP00547	OCE	HGDP
HGDP00549	OCE	HGDP
HGDP00550	OCE	HGDP
HGDP00551	OCE	HGDP
HGDP00553	OCE	HGDP
HGDP00555	OCE	HGDP
HGDP00556	OCE	HGDP
HGDP00557	MID	HGDP
HGDP00559	MID	HGDP
HGDP00560	MID	HGDP
HGDP00561	MID	HGDP
HGDP00562	MID	HGDP
HGDP00563	MID	HGDP
HGDP00564	MID	HGDP
HGDP00565	MID	HGDP
HGDP00566	MID	HGDP
HGDP00568	MID	HGDP
HGDP00571	MID	HGDP
HGDP00572	MID	HGDP
HGDP00573	MID	HGDP
HGDP00574	MID	HGDP
HGDP00575	MID	HGDP
HGDP00576	MID	HGDP
HGDP00579	MID	HGDP
HGDP00580	MID	HGDP
HGDP00582	MID	HGDP
HGDP00584	MID	HGDP
HGDP00586	MID	HGDP
HGDP00587	MID	HGDP
HGDP00588	MID	HGDP
HGDP00590	MID	HGDP
HGDP00591	MID	HGDP
HGDP00595	MID	HGDP
HGDP00598	MID	HGDP
HGDP00599	MID	HGDP
HGDP00600	MID	HGDP
HGDP00601	MID	HGDP
HGDP00602	MID	HGDP
HGDP00604	MID	HGDP
HGDP00606	MID	HGDP
HGDP00607	MID	HGDP
HGDP00608	MID	HGDP
HGDP00609	MID	HGDP
HGDP00610	MID	HGDP
HGDP00611	MID	HGDP
HGDP00613	MID	HGDP
HGDP00614	MID	HGDP
HGDP00618	MID	HGDP
HGDP00619	MID	HGDP
HGDP00620	MID	HGDP
HGDP00622	MID	HGDP
HGDP00623	MID	HGDP
HGDP00624	MID	HGDP
HGDP00625	MID	HGDP
HGDP00626	MID	HGDP
HGDP00627	MID	HGDP
HGDP00628	MID	HGDP
HGDP00629	MID	HGDP
HGDP00630	MID	HGDP
HGDP00631	MID	HGDP
HGDP00632	MID	HGDP
HGDP00634	MID	HGDP
HGDP00635	MID	HGDP
HGDP00636	MID	HGDP
HGDP00637	MID	HGDP
HGDP00638	MID	HGDP
HGDP00639	MID	HGDP
HGDP00640	MID	HGDP
HGDP00641	MID	HGDP
HGDP00643	MID	HGDP
HGDP00644	MID	HGDP
HGDP00645	MID	HGDP
HGDP00646	MID	HGDP
HGDP00647	MID	HGDP
HGDP00648	MID	HGDP
HGDP00649	MID	HGDP
HGDP00651	MID	HGDP
HGDP00653	MID	HGDP
HGDP00654	MID	HGDP
HGDP00655	OCE	HGDP
HGDP00661	OCE	HGDP
HGDP00662	OCE	HGDP
HGDP00663	OCE	HGDP
HGDP00664	OCE	HGDP
HGDP00666	EUR	HGDP
HGDP00667	EUR	HGDP
HGDP00668	EUR	HGDP
HGDP00669	EUR	HGDP
HGDP00670	EUR	HGDP
HGDP00671	EUR	HGDP
HGDP00672	EUR	HGDP
HGDP00673	EUR	HGDP
HGDP00674	EUR	HGDP
HGDP00675	MID	HGDP
HGDP00676	MID	HGDP
HGDP00677	MID	HGDP
HGDP00679	MID	HGDP
HGDP00680	MID	HGDP
HGDP00682	MID	HGDP
HGDP00684	MID	HGDP
HGDP00685	MID	HGDP
HGDP00686	MID	HGDP
HGDP00687	MID	HGDP
HGDP00688	MID	HGDP
HGDP00689	MID	HGDP
HGDP00690	MID	HGDP
HGDP00691	MID	HGDP
HGDP00692	MID	HGDP
HGDP00694	MID	HGDP
HGDP00696	MID	HGDP
HGDP00697	MID	HGDP
HGDP00698	MID	HGDP
HGDP00699	MID	HGDP
HGDP00700	MID	HGDP
HGDP00701	MID	HGDP
HGDP00703	AMR	HGDP
HGDP00708	AMR	HGDP
HGDP00711	EAS	HGDP
HGDP00712	EAS	HGDP
HGDP00714	EAS	HGDP
HGDP00715	EAS	HGDP
HGDP00716	EAS	HGDP
HGDP00719	EAS	HGDP
HGDP00720	EAS	HGDP
HGDP00721	EAS	HGDP
HGDP00724	MID	HGDP
HGDP00726	MID	HGDP
HGDP00729	MID	HGDP
HGDP00731	MID	HGDP
HGDP00732	MID	HGDP
HGDP00733	MID	HGDP
HGDP00734	MID	HGDP
HGDP00735	MID	HGDP
HGDP00736	MID	HGDP
HGDP00738	MID	HGDP
HGDP00739	MID	HGDP
HGDP00740	MID	HGDP
HGDP00741	MID	HGDP
HGDP00744	MID	HGDP
HGDP00745	MID	HGDP
HGDP00747	EAS	HGDP
HGDP00748	EAS	HGDP
HGDP00750	EAS	HGDP
HGDP00751	EAS	HGDP
HGDP00752	EAS	HGDP
HGDP00753	EAS	HGDP
HGDP00754	EAS	HGDP
HGDP00755	EAS	HGDP
HGDP00756	EAS	HGDP
HGDP00757	EAS	HGDP
HGDP00759	EAS	HGDP
HGDP00760	EAS	HGDP
HGDP00761	EAS	HGDP
HGDP00762	EAS	HGDP
HGDP00763	EAS	HGDP
HGDP00764	EAS	HGDP
HGDP00765	EAS	HGDP
HGDP00766	EAS	HGDP
HGDP00767	EAS	HGDP
HGDP00768	EAS	HGDP
HGDP00769	EAS	HGDP
HGDP00771	EAS	HGDP
HGDP00772	EAS	HGDP
HGDP00774	EAS	HGDP
HGDP00776	EAS	HGDP
HGDP00777	EAS	HGDP
HGDP00779	EAS	HGDP
HGDP00780	EAS	HGDP
HGDP00781	EAS	HGDP
HGDP00782	EAS	HGDP
HGDP00784	EAS	HGDP
HGDP00786	EAS	HGDP
HGDP00787	OCE	HGDP
HGDP00788	OCE	HGDP
HGDP00790	EAS	HGDP
HGDP00791	EAS	HGDP
HGDP00794	EUR	HGDP
HGDP00797	EUR	HGDP
HGDP00799	EUR	HGDP
HGDP00800	EUR	HGDP
HGDP00802	EUR	HGDP
HGDP00803	EUR	HGDP
HGDP00804	EUR	HGDP
HGDP00805	EUR	HGDP
HGDP00807	EUR	HGDP
HGDP00808	EUR	HGDP
HGDP00810	EUR	HGDP
HGDP00811	EAS	HGDP
HGDP00812	EAS	HGDP
HGDP00813	EAS	HGDP
HGDP00814	EAS	HGDP
HGDP00815	EAS	HGDP
HGDP00817	EAS	HGDP
HGDP00818	EAS	HGDP
